15 women's preference list:
w1:[12, 9, 8, 6, 7, 11, 4, 5, 1, 3, 14, 10, 15, 13, 2]
w2:[13, 11, 5, 8, 4, 15, 12, 7, 14, 6, 10, 9, 1, 2, 3]
w3:[1, 15, 4, 13, 6, 11, 12, 7, 2, 10, 14, 3, 9, 8, 5]
w4:[12, 13, 10, 15, 3, 9, 7, 8, 5, 14, 1, 4, 2, 6, 11]
w5:[4, 3, 15, 5, 12, 14, 13, 8, 6, 2, 11, 10, 7, 1, 9]
w6:[2, 3, 6, 7, 14, 9, 15, 10, 5, 1, 12, 11, 4, 13, 8]
w7:[3, 4, 6, 13, 1, 12, 10, 15, 11, 2, 14, 5, 8, 7, 9]
w8:[15, 10, 13, 3, 14, 8, 7, 5, 1, 6, 9, 4, 11, 2, 12]
w9:[1, 11, 4, 13, 14, 6, 7, 9, 3, 5, 10, 12, 8, 2, 15]
w10:[15, 5, 13, 2, 12, 11, 8, 6, 4, 1, 7, 10, 9, 3, 14]
w11:[9, 15, 11, 7, 6, 2, 8, 3, 14, 5, 4, 10, 12, 13, 1]
w12:[4, 1, 12, 3, 10, 11, 5, 6, 14, 9, 2, 8, 7, 15, 13]
w13:[1, 10, 4, 11, 13, 7, 9, 5, 14, 2, 6, 3, 8, 15, 12]
w14:[6, 12, 11, 10, 15, 13, 4, 2, 8, 3, 7, 9, 1, 5, 14]
w15:[15, 5, 7, 6, 3, 4, 12, 8, 2, 9, 1, 13, 14, 10, 11]

* Set 3 ***** |M|=|W|=15
15 men's preference list:
m1:[6, 2, 3, 7, 8, 5, 9, 13, 10, 14, 15, 1, 4, 11, 12]
m2:[2, 12, 5, 8, 4, 14, 15, 6, 13, 3, 7, 9, 10, 1, 11]
m3:[3, 14, 12, 1, 15, 13, 11, 8, 10, 9, 6, 5, 4, 7, 2]
m4:[15, 5, 6, 2, 7, 13, 11, 4, 3, 9, 8, 10, 12, 1, 14]
m5:[7, 2, 13, 10, 8, 4, 9, 6, 12, 1, 3, 11, 5, 15, 14]
m6:[11, 15, 9, 3, 7, 14, 12, 1, 8, 13, 5, 4, 10, 2, 6]
m7:[10, 15, 11, 3, 6, 4, 8, 14, 1, 12, 9, 2, 5, 13, 7]
m8:[7, 11, 13, 6, 1, 12, 9, 2, 8, 14, 10, 5, 4, 3, 15]
m9:[10, 13, 7, 4, 5, 3, 8, 12, 2, 6, 11, 15, 1, 9, 14]
m10:[6, 2, 1, 8, 9, 14, 13, 5, 7, 3, 4, 10, 11, 15, 12]
m11:[7, 15, 9, 2, 4, 13, 6, 14, 1, 11, 8, 3, 5, 12, 10]
m12:[14, 4, 7, 12, 15, 8, 2, 3, 11, 10, 5, 9, 1, 13, 6]
m13:[6, 10, 9, 14, 2, 4, 13, 15, 5, 12, 3, 7, 8, 11, 1]
m14:[13, 8, 1, 15, 4, 6, 12, 10, 9, 2, 14, 11, 3, 5, 7]
m15:[6, 5, 1, 15, 4, 13, 7, 10, 12, 9, 3, 8, 2, 11, 14]
15 women's preference list:
w1:[2, 4, 7, 14, 8, 15, 12, 5, 6, 1, 11, 13, 10, 3, 9]
w2:[7, 4, 13, 6, 9, 8, 1, 14, 5, 15, 11, 3, 2, 12, 10]
w3:[1, 2, 15, 12, 9, 6, 8, 3, 10, 4, 14, 5, 11, 7, 13]
w4:[6, 13, 8, 9, 7, 12, 4, 2, 10, 5, 1, 14, 11, 15, 3]
w5:[6, 2, 5, 3, 4, 1, 14, 8, 12, 10, 7, 11, 13, 15, 9]
w6:[15, 13, 8, 5, 2, 7, 12, 10, 11, 14, 4, 1, 9, 6, 3]
w7:[7, 15, 3, 6, 2, 10, 1, 9, 8, 11, 12, 4, 5, 13, 14]
w8:[11, 13, 5, 9, 12, 6, 15, 14, 8, 3, 10, 2, 7, 1, 4]
w9:[1, 14, 6, 5, 8, 7, 4, 9, 11, 10, 15, 12, 3, 2, 13]
w10:[9, 15, 13, 5, 8, 12, 7, 3, 14, 6, 2, 11, 1, 10, 4]
w11:[4, 6, 13, 1, 7, 2, 9, 12, 15, 10, 8, 3, 14, 11, 5]
w12:[3, 2, 15, 9, 7, 14, 10, 5, 8, 13, 6, 11, 12, 1, 4]
w13:[1, 14, 15, 13, 2, 8, 9, 5, 6, 10, 7, 12, 11, 3, 4]
w14:[14, 5, 8, 10, 15, 7, 9, 1, 3, 11, 6, 2, 4, 12, 13]
w15:[14, 2, 15, 8, 6, 12, 4, 1, 3, 11, 7, 13, 5, 10, 9]

* Set 4 ***** |M|=|W|=15
15 men's preference list:
m1:[6, 2, 14, 7, 1, 15, 11, 8, 12, 13, 3, 5, 4, 10, 9]
m2:[3, 8, 4, 9, 5, 1, 10, 12, 13, 11, 2, 6, 7, 14, 15]
m3:[15, 9, 5, 1, 8, 3, 2, 14, 4, 11, 10, 13, 12, 6, 7]
m4:[7, 11, 3, 4, 2, 12, 13, 14, 9, 6, 1, 8, 10, 15, 5]
m5:[8, 6, 2, 5, 12, 3, 15, 14, 4, 13, 11, 9, 1, 10, 7]
m6:[8, 10, 13, 9, 15, 7, 6, 4, 1, 2, 11, 12, 14, 3, 5]
m7:[15, 14, 4, 9, 6, 10, 5, 13, 11, 1, 8, 3, 2, 7, 12]
m8:[9, 14, 8, 4, 13, 15, 2, 12, 5, 3, 7, 10, 6, 1, 11]
m9:[2, 11, 10, 9, 14, 15, 3, 7, 12, 4, 13, 5, 6, 8, 1]
m10:[12, 1, 11, 14, 8, 4, 15, 2, 7, 3, 9, 10, 13, 6, 5]
m11:[8, 5, 15, 12, 11, 10, 4, 13, 9, 14, 1, 6, 2, 3, 7]
m12:[8, 9, 12, 7, 14, 1, 3, 6, 13, 15, 5, 11, 2, 10, 4]
m13:[7, 1, 14, 12, 8, 3, 5, 10, 2, 9, 11, 4, 6, 15, 13]
m14:[2, 12, 14, 8, 9, 4, 11, 6, 7, 10, 13, 1, 15, 5, 3]
m15:[14, 9, 3, 1, 15, 7, 8, 12, 5, 13, 6, 10, 4, 11, 2]
15 women's preference list:
w1:[7, 3, 11, 6, 9, 14, 12, 4, 13, 5, 8, 1, 2, 15, 10]
w2:[13, 15, 7, 6, 11, 8, 14, 10, 4, 1, 5, 2, 3, 9, 12]
w3:[1, 9, 10, 2, 3, 7, 11, 8, 12, 15, 13, 5, 14, 4, 6]
w4:[5, 4, 13, 10, 2, 9, 11, 8, 3, 14, 12, 15, 7, 1, 6]
w5:[12, 13, 11, 8, 6, 2, 9, 7, 5, 15, 14, 1, 3, 4, 10]
w6:[12, 10, 15, 7, 13, 14, 3, 9, 4, 11, 5, 1, 2, 6, 8]
w7:[9, 11, 1, 13, 7, 4, 5, 8, 14, 2, 3, 10, 6, 15, 12]
w8:[11, 8, 5, 1, 12, 2, 6, 4, 10, 13, 15, 9, 3, 7, 14]
w9:[14, 10, 13, 15, 7, 1, 6, 9, 2, 5, 12, 4, 3, 11, 8]
w10:[11, 4, 3, 5, 2, 6, 12, 9, 8, 13, 7, 10, 14, 1, 15]
w11:[13, 5, 15, 3, 14, 6, 2, 7, 1, 11, 4, 8, 10, 9, 12]
w12:[4, 13, 10, 12, 3, 9, 11, 2, 15, 1, 5, 6, 14, 7, 8]
w13:[8, 7, 10, 5, 13, 15, 3, 11, 2, 12, 14, 9, 4, 6, 1]
w14:[12, 3, 13, 6, 7, 2, 5, 10, 9, 4, 8, 1, 15, 11, 14]
w15:[7, 10, 5, 4, 11, 6, 13, 14, 8, 9, 1, 15, 2, 3, 12]

* Set 5 ***** |M|=|W|=15
15 men's preference list:
m1:[11, 3, 6, 5, 10, 8, 1, 12, 4, 14, 7, 9, 13, 15, 2]
m2:[3, 14, 15, 6, 8, 10, 12, 9, 1, 5, 11, 2, 4, 7, 13]
m3:[5, 2, 8, 3, 12, 11, 15, 13, 9, 10, 7, 14, 4, 1, 6]
m4:[8, 5, 3, 10, 6, 4, 1, 2, 9, 13, 11, 12, 15, 14, 7]
m5:[13, 8, 2, 15, 1, 12, 10, 3, 9, 11, 7, 5, 14, 6, 4]
m6:[2, 5, 11, 1, 12, 6, 4, 13, 15, 14, 9, 10, 7, 3, 8]
m7:[8, 14, 4, 15, 3, 9, 1, 5, 6, 7, 2, 13, 11, 12, 10]
m8:[1, 3, 14, 13, 8, 12, 7, 5, 15, 2, 9, 6, 4, 11, 10]
m9:[11, 2, 1, 12, 9, 14, 10, 4, 7, 15, 6, 8, 5, 13, 3]
m10:[4, 12, 3, 13, 7, 6, 9, 8, 11, 10, 5, 1, 14, 15, 2]
m11:[6, 13, 10, 9, 2, 3, 14, 12, 15, 7, 5, 11, 8, 1, 4]
m12:[3, 9, 1, 8, 10, 4, 14, 13, 12, 5, 7, 2, 15, 11, 6]
m13:[12, 7, 13, 10, 5, 3, 14, 8, 11, 6, 1, 15, 2, 4, 9]
m14:[12, 3, 1, 14, 8, 2, 4, 10, 5, 6, 7, 9, 11, 15, 13]
m15:[5, 9, 10, 11, 12, 13, 7, 8, 1, 14, 6, 15, 3, 4, 2]
15 women's preference list:
w1:[11, 4, 13, 7, 9, 10, 8, 5, 2, 3, 1, 15, 14, 6, 12]
w2:[5, 7, 6, 9, 8, 1, 12, 13, 4, 11, 14, 2, 15, 3, 10]
w3:[12, 2, 6, 9, 1, 14, 10, 15, 3, 13, 8, 5, 11, 7, 4]
w4:[1, 15, 9, 2, 10, 7, 3, 6, 11, 8, 14, 5, 12, 13, 4]
w5:[13, 12, 14, 3, 10, 5, 15, 7, 2, 9, 11, 8, 6, 1, 4]
w6:[7, 15, 6, 13, 8, 5, 10, 14, 3, 1, 11, 2, 9, 4, 12]
w7:[8, 11, 4, 10, 9, 3, 13, 15, 6, 7, 5, 12, 1, 2, 14]
w8:[14, 4, 10, 15, 12, 7, 3, 5, 13, 8, 9, 1, 6, 2, 11]
w9:[13, 8, 12, 1, 3, 9, 14, 2, 4, 7, 6, 15, 10, 5, 11]
w10:[2, 10, 1, 7, 13, 9, 6, 4, 15, 12, 14, 8, 3, 5, 11]
w11:[14, 2, 9, 6, 8, 1, 13, 15, 3, 5, 12, 4, 10, 7, 11]
w12:[3, 9, 10, 6, 1, 13, 2, 15, 11, 7, 14, 8, 12, 4, 5]
w13:[4, 7, 12, 3, 14, 1, 6, 2, 8, 10, 9, 15, 11, 5, 13]
w14:[5, 3, 10, 7, 2, 12, 11, 4, 8, 6, 14, 9, 13, 15, 1]
w15:[14, 2, 5, 6, 10, 15, 8, 12, 9, 1, 7, 13, 11, 3, 4]

* Set 6 ***** |M|=|W|=15
15 men's preference list:
m1:[7, 13, 2, 15, 8, 4, 11, 5, 3, 9, 1, 10, 12, 14, 6]
m2:[3, 12, 1, 9, 15, 8, 7, 2, 13, 11, 6, 10, 14, 5, 4]
m3:[2, 3, 11, 12, 9, 5, 13, 7, 6, 1, 8, 10, 4, 15, 14]
m4:[4, 7, 3, 11, 8, 10, 1, 15, 5, 6, 13, 9, 14, 2, 12]
m5:[11, 9, 15, 1, 4, 12, 14, 13, 5, 2, 6, 7, 10, 8, 3]
m6:[15, 8, 11, 3, 5, 9, 14, 4, 1, 13, 7, 10, 2, 6, 12]
m7:[10, 8, 13, 9, 11, 14, 4, 6, 3, 1, 5, 15, 2, 12, 7]
m8:[1, 7, 9, 2, 14, 10, 4, 8, 15, 5, 12, 11, 3, 13, 6]
m9:[6, 5, 15, 11, 7, 14, 2, 8, 9, 4, 10, 12, 1, 3, 13]
m10:[1, 11, 8, 15, 9, 7, 10, 14, 3, 13, 5, 2, 4, 6, 12]
m11:[9, 7, 11, 10, 6, 5, 13, 1, 8, 14, 4, 2, 15, 12, 3]
m12:[10, 3, 6, 7, 12, 5, 14, 2, 8, 9, 4, 15, 1, 11, 13]
m13:[4, 3, 5, 8, 15, 10, 6, 12, 13, 1, 9, 11, 7, 2, 14]
m14:[2, 9, 5, 7, 4, 10, 12, 3, 8, 15, 1, 11, 13, 6, 14]
m15:[13, 4, 1, 12, 10, 15, 8, 2, 9, 6, 7, 3, 14, 5, 11]
15 women's preference list:
w1:[6, 11, 15, 13, 2, 1, 12, 8, 4, 3, 9, 14, 10, 7, 5]
w2:[14, 2, 12, 7, 8, 5, 3, 13, 4, 11, 6, 9, 10, 15, 1]
w3:[5, 14, 7, 9, 4, 3, 13, 15, 8, 2, 10, 6, 12, 1, 11]
w4:[4, 10, 8, 11, 12, 15, 1, 9, 13, 3, 6, 5, 14, 2, 7]
w5:[13, 1, 5, 7, 14, 10, 6, 15, 11, 2, 12, 8, 3, 9, 4]
w6:[2, 7, 15, 6, 1, 10, 14, 5, 8, 4, 9, 11, 13, 12, 3]
w7:[4, 7, 12, 3, 1, 8, 14, 15, 2, 6, 9, 5, 10, 11, 13]
w8:[8, 15, 13, 14, 12, 2, 7, 6, 3, 11, 10, 1, 4, 9, 5]
w9:[7, 1, 15, 3, 10, 8, 12, 11, 5, 14, 13, 4, 9, 6, 2]
w10:[4, 8, 10, 2, 3, 6, 13, 9, 14, 15, 12, 7, 5, 1, 11]
w11:[6, 7, 5, 8, 2, 10, 15, 13, 14, 4, 1, 3, 9, 11, 12]
w12:[8, 7, 14, 11, 4, 2, 3, 9, 6, 1, 13, 5, 15, 12, 10]
w13:[14, 1, 6, 5, 8, 3, 10, 4, 9, 12, 2, 11, 13, 15, 7]
w14:[3, 8, 4, 1, 15, 2, 7, 5, 13, 10, 12, 6, 9, 11, 14]
w15:[12, 15, 8, 4, 6, 5, 11, 1, 10, 7, 13, 9, 2, 3, 14]

* Set 7 ***** |M|=|W|=15
15 men's preference list:
m1:[13, 15, 9, 4, 11, 10, 6, 2, 8, 3, 1, 12, 14, 5, 7]
m2:[2, 4, 1, 13, 9, 15, 7, 12, 5, 14, 10, 6, 8, 3, 11]
m3:[1, 12, 8, 13, 15, 14, 3, 2, 11, 7, 9, 6, 10, 4, 5]
m4:[4, 3, 2, 5, 13, 14, 9, 8, 7, 11, 12, 15, 6, 1, 10]
m5:[7, 12, 2, 9, 11, 6, 5, 13, 4, 3, 8, 14, 15, 1, 10]
m6:[3, 14, 15, 8, 11, 12, 6, 1, 10, 9, 7, 2, 4, 5, 13]
m7:[5, 13, 6, 11, 2, 14, 8, 10, 12, 9, 7, 15, 1, 3, 4]
m8:[8, 11, 3, 13, 7, 15, 1, 2, 12, 4, 6, 5, 10, 9, 14]
m9:[1, 7, 10, 8, 3, 15, 13, 14, 2, 9, 4, 5, 11, 12, 6]
m10:[7, 9, 14, 12, 5, 8, 15, 4, 6, 3, 1, 11, 2, 10, 13]
m11:[3, 1, 13, 11, 4, 12, 15, 7, 6, 10, 14, 5, 2, 9, 8]
m12:[13, 1, 6, 2, 3, 10, 14, 11, 7, 12, 15, 9, 8, 4, 5]
m13:[12, 10, 1, 2, 15, 6, 8, 4, 11, 14, 7, 9, 13, 3, 5]
m14:[12, 7, 3, 4, 14, 8, 11, 2, 1, 9, 10, 15, 13, 6, 5]
m15:[1, 5, 15, 9, 4, 6, 7, 14, 13, 11, 2, 10, 8, 12, 3]
15 women's preference list:
w1:[3, 14, 5, 1, 13, 2, 11, 15, 7, 12, 10, 8, 9, 6, 4]
w2:[2, 4, 14, 12, 13, 3, 5, 1, 11, 15, 9, 7, 8, 10, 6]
w3:[13, 9, 15, 14, 7, 2, 11, 10, 4, 3, 6, 8, 5, 12, 1]
w4:[3, 9, 6, 15, 5, 11, 4, 8, 1, 2, 7, 12, 14, 13, 10]
w5:[5, 11, 15, 2, 3, 10, 14, 6, 12, 13, 9, 1, 7, 4, 8]
w6:[9, 2, 7, 13, 15, 10, 12, 4, 3, 8, 11, 6, 5, 14, 1]
w7:[10, 7, 4, 13, 14, 15, 6, 11, 1, 5, 12, 3, 2, 9, 8]
w8:[3, 12, 8, 15, 14, 11, 6, 2, 7, 1, 10, 9, 13, 4, 5]
w9:[4, 14, 9, 8, 3, 10, 2, 13, 11, 6, 7, 15, 12, 1, 5]
w10:[4, 7, 2, 1, 5, 10, 3, 6, 15, 13, 11, 8, 9, 12, 14]
w11:[5, 12, 10, 7, 1, 15, 11, 14, 6, 8, 2, 4, 13, 9, 3]
w12:[5, 2, 4, 15, 3, 12, 13, 10, 6, 1, 9, 14, 7, 8, 11]
w13:[13, 11, 5, 7, 2, 14, 1, 12, 9, 4, 10, 6, 3, 15, 8]
w14:[13, 8, 9, 15, 7, 10, 3, 14, 6, 1, 11, 12, 5, 4, 2]
w15:[13, 6, 14, 12, 8, 7, 3, 1, 5, 9, 11, 2, 4, 15, 10]

* Set 8 ***** |M|=|W|=15
15 men's preference list:
m1:[10, 13, 4, 11, 7, 5, 3, 6, 2, 1, 12, 14, 15, 8, 9]
m2:[11, 14, 2, 10, 13, 8, 1, 6, 12, 7, 15, 5, 9, 3, 4]
m3:[2, 3, 13, 9, 6, 1, 5, 10, 11, 14, 4, 7, 12, 15, 8]
m4:[13, 4, 9, 6, 10, 8, 12, 7, 1, 3, 11, 2, 14, 15, 5]
m5:[13, 2, 5, 15, 8, 12, 6, 11, 14, 9, 7, 10, 3, 1, 4]
m6:[2, 10, 6, 4, 11, 3, 7, 15, 12, 1, 9, 14, 13, 8, 5]
m7:[12, 5, 14, 15, 1, 8, 2, 3, 9, 11, 10, 7, 13, 4, 6]
m8:[14, 8, 3, 11, 9, 7, 5, 15, 10, 4, 12, 1, 13, 6, 2]
m9:[1, 6, 9, 4, 3, 13, 15, 12, 2, 8, 10, 14, 5, 7, 11]
m10:[14, 9, 4, 2, 15, 12, 11, 13, 1, 3, 6, 10, 7, 8, 5]
m11:[6, 5, 3, 8, 9, 12, 4, 13, 14, 7, 15, 11, 10, 2, 1]
m12:[14, 2, 13, 3, 12, 4, 11, 7, 6, 5, 1, 9, 10, 15, 8]
m13:[14, 9, 1, 13, 12, 6, 3, 2, 15, 4, 10, 8, 7, 5, 11]
m14:[1, 3, 4, 2, 11, 5, 6, 12, 13, 15, 9, 10, 7, 8, 14]
m15:[15, 6, 2, 1, 7, 11, 12, 3, 8, 10, 13, 9, 5, 14, 4]
15 women's preference list:
w1:[1, 11, 7, 5, 2, 15, 8, 12, 10, 3, 13, 9, 14, 6, 4]
w2:[1, 5, 13, 14, 9, 7, 3, 15, 11, 2, 10, 4, 12, 8, 6]
w3:[3, 10, 15, 12, 9, 5, 4, 8, 11, 7, 13, 14, 1, 2, 6]
w4:[15, 5, 8, 3, 7, 6, 11, 1, 12, 9, 10, 4, 13, 14, 2]
w5:[5, 15, 9, 12, 13, 3, 7, 8, 2, 1, 10, 14, 6, 11, 4]
w6:[1, 3, 8, 14, 11, 6, 7, 5, 12, 4, 9, 10, 13, 2, 15]
w7:[14, 2, 3, 4, 12, 15, 5, 1, 6, 8, 13, 9, 11, 7, 10]
w8:[8, 14, 10, 9, 7, 12, 15, 2, 13, 3, 1, 5, 6, 4, 11]
w9:[12, 5, 11, 9, 15, 4, 14, 2, 1, 3, 13, 7, 6, 8, 10]
w10:[1, 4, 13, 3, 6, 12, 5, 9, 11, 8, 15, 2, 7, 10, 14]
w11:[1, 10, 4, 9, 14, 5, 7, 12, 2, 11, 6, 8, 13, 15, 3]
w12:[5, 4, 7, 8, 1, 9, 11, 12, 3, 15, 2, 14, 10, 6, 13]
w13:[6, 13, 4, 3, 7, 11, 12, 15, 2, 1, 9, 5, 8, 14, 10]
w14:[5, 12, 2, 3, 4, 15, 10, 13, 7, 14, 8, 9, 11, 6, 1]
w15:[8, 14, 13, 15, 5, 10, 9, 12, 2, 7, 3, 11, 6, 1, 4]

* Set 9 ***** |M|=|W|=15
15 men's preference list:
m1:[8, 6, 5, 3, 12, 13, 7, 15, 4, 11, 1, 14, 2, 10, 9]
m2:[6, 13, 7, 1, 14, 9, 12, 3, 11, 2, 8, 15, 4, 10, 5]
m3:[10, 14, 8, 12, 1, 5, 2, 3, 13, 4, 15, 9, 7, 11, 6]
m4:[1, 2, 10, 12, 6, 15, 9, 7, 8, 4, 13, 14, 3, 5, 11]
m5:[12, 7, 13, 2, 8, 4, 5, 6, 3, 14, 15, 11, 9, 10, 1]
m6:[7, 10, 14, 9, 15, 3, 11, 6, 8, 4, 2, 1, 13, 12, 5]
m7:[8, 12, 3, 4, 10, 2, 15, 11, 9, 6, 5, 14, 1, 7, 13]
m8:[7, 8, 2, 4, 1, 15, 3, 11, 14, 13, 5, 10, 9, 12, 6]
m9:[10, 2, 14, 15, 7, 13, 11, 8, 3, 9, 4, 5, 1, 12, 6]
m10:[5, 9, 11, 2, 15, 4, 10, 1, 3, 13, 8, 12, 14, 6, 7]
m11:[15, 14, 9, 10, 8, 1, 5, 3, 2, 4, 6, 11, 13, 12, 7]
m12:[7, 5, 13, 2, 11, 15, 9, 3, 6, 14, 4, 1, 10, 12, 8]
m13:[9, 12, 15, 10, 2, 1, 14, 3, 11, 6, 13, 5, 4, 8, 7]
m14:[6, 1, 4, 7, 11, 9, 3, 2, 15, 5, 10, 14, 13, 8, 12]
m15:[15, 14, 6, 8, 10, 4, 3, 2, 12, 7, 9, 13, 11, 1, 5]
15 women's preference list:
w1:[11, 6, 4, 10, 9, 14, 8, 7, 5, 13, 1, 3, 12, 2, 15]
w2:[3, 2, 5, 11, 10, 1, 7, 15, 9, 4, 13, 14, 12, 8, 6]
w3:[11, 1, 12, 3, 7, 2, 14, 15, 5, 9, 8, 13, 4, 6, 10]
w4:[7, 5, 15, 12, 11, 10, 3, 2, 4, 13, 14, 9, 1, 8, 6]
w5:[9, 3, 14, 5, 2, 4, 8, 12, 11, 15, 10, 7, 13, 6, 1]
w6:[12, 10, 1, 7, 6, 3, 5, 9, 15, 8, 14, 11, 13, 4, 2]
w7:[11, 13, 9, 12, 8, 10, 2, 4, 5, 7, 3, 15, 1, 6, 14]
w8:[11, 14, 9, 15, 6, 3, 13, 8, 7, 10, 5, 1, 2, 4, 12]
w9:[5, 7, 13, 2, 14, 12, 10, 6, 8, 15, 3, 9, 1, 4, 11]
w10:[9, 10, 3, 6, 14, 2, 12, 4, 1, 5, 15, 7, 8, 11, 13]
w11:[1, 4, 10, 6, 7, 8, 11, 14, 3, 15, 9, 5, 2, 13, 12]
w12:[15, 8, 2, 12, 6, 3, 11, 7, 13, 9, 5, 4, 1, 14, 10]
w13:[14, 8, 13, 15, 5, 4, 11, 12, 1, 10, 2, 9, 6, 3, 7]
w14:[11, 10, 5, 6, 8, 15, 1, 12, 14, 4, 7, 9, 13, 2, 3]
w15:[15, 2, 5, 14, 4, 13, 3, 1, 6, 10, 9, 7, 11, 12, 8]

* Set 10 ***** |M|=|W|=15
15 men's preference list:
m1:[12, 7, 14, 8, 2, 15, 11, 6, 9, 13, 1, 3, 4, 10, 5]
m2:[2, 10, 15, 13, 6, 5, 1, 8, 9, 14, 3, 7, 12, 11, 4]
m3:[13, 15, 7, 12, 4, 14, 5, 10, 3, 11, 1, 8, 6, 2, 9]
m4:[7, 6, 1, 14, 12, 2, 10, 15, 8, 9, 5, 4, 13, 3, 11]
m5:[4, 13, 15, 14, 3, 11, 2, 8, 5, 6, 9, 1, 7, 10, 12]
m6:[11, 6, 7, 1, 8, 14, 15, 10, 3, 2, 5, 4, 9, 13, 12]
m7:[8, 11, 2, 12, 5, 10, 9, 13, 4, 7, 1, 15, 14, 3, 6]
