      ( 6, 298, 18.542)
      ( 6, 305, 27.899)
      ( 6, 320,  2.290)
      ( 6, 341, 30.535)
      ( 6, 383, 31.694)
      ( 7, 76, 52.567)
      ( 7, 81, 23.545)
      ( 7, 90, 51.029)
      ( 7, 100, 51.495)
      ( 7, 156, 50.475)
      ( 7, 160, 66.801)
      ( 7, 184,  9.592)
      ( 7, 231, 69.968)
      ( 7, 237, 95.306)
      ( 7, 283, 69.805)
      ( 7, 290, 22.578)
      ( 7, 315, 37.434)
      ( 7, 355, 19.937)
      ( 8, 27,  8.075)
      ( 8, 28, 64.202)
      ( 8, 86, 16.809)
      ( 8, 91, 43.570)
      ( 8, 165, 43.072)
      ( 8, 212, 81.432)
      ( 8, 256, 94.715)
      ( 8, 274, 87.847)
      ( 8, 289, 33.006)
      ( 8, 302, 52.827)
      ( 8, 352, 84.790)
      ( 9, 24, 95.277)
      ( 9, 42, 62.912)
      ( 9, 83, 56.274)
      ( 9, 97, 98.633)
      ( 9, 170, 59.679)
      ( 9, 311, 53.963)
      ( 9, 319, 26.862)
      ( 9, 325, 25.054)
      ( 9, 358, 51.591)
      ( 9, 370, 59.411)
      (10, 15, 86.943)
      (10, 24, 99.168)
      (10, 55, 14.701)
      (10, 136, 89.661)
      (10, 157,  2.250)
      (10, 159, 52.643)
      (10, 165, 10.903)
      (10, 227, 47.125)
      (10, 240,  0.110)
      (10, 266, 90.649)
      (10, 273, 18.549)
      (10, 316, 66.741)
      (10, 351, 64.465)
      (10, 376, 98.022)
      (11, 29,  4.160)
      (11, 36, 18.168)
      (11, 78, 66.118)
      (11, 122, 52.074)
      (11, 177, 17.418)
      (11, 228, 71.994)
      (11, 242, 38.390)
      (11, 272, 51.089)
      (11, 299,  8.332)
      (11, 313,  4.953)
      (12, 36,  9.584)
      (12, 47, 48.819)
      (12, 55, 35.759)
      (12, 65, 88.443)
      (12, 89, 63.888)
      (12, 112, 98.831)
      (12, 155, 43.958)
      (12, 167, 82.168)
      (12, 215, 11.455)
      (12, 290, 16.419)
      (12, 295, 59.651)
      (12, 403, 24.748)
      (13, 71, 25.862)
      (13, 97, 84.781)
      (13, 116, 34.417)
      (13, 130, 63.777)
      (13, 282, 94.488)
      (13, 296, 75.114)
      (13, 312, 27.466)
      (13, 373, 99.842)
      (14, 21, 26.751)
      (14, 109, 61.218)
      (14, 163, 85.746)
      (14, 174,  4.996)
      (14, 300, 63.427)
      (14, 313,  1.410)
      (14, 349, 60.716)
      (14, 368, 56.634)
      (14, 403, 68.120)
      (15, 68, 17.732)
      (15, 136, 66.487)
      (15, 137, 63.972)
      (15, 204, 92.073)
      (15, 263, 69.425)
      (15, 265, 82.442)
      (15, 302, 13.719)
      (15, 317, 96.875)
      (15, 328, 25.848)
      (16, 73, 96.797)
      (16, 163, 13.237)
      (16, 167, 69.170)
      (16, 205, 60.906)
      (16, 260, 89.312)
      (16, 270, 22.693)
      (16, 386, 62.995)
      (17, 21, 25.704)
      (17, 26,  8.759)
      (17, 45, 25.051)
      (17, 68, 68.364)
      (17, 151,  3.784)
      (17, 223, 47.234)
      (17, 240,  3.242)
      (17, 262, 25.186)
      (17, 356, 11.721)
      (18, 46, 88.368)
      (18, 103, 72.923)
      (18, 144, 64.569)
      (18, 151, 98.245)
      (18, 182, 11.533)
      (18, 189, 66.189)
      (19, 14, 89.680)
      (19, 22, 53.169)
      (19, 82,  1.680)
      (19, 99, 72.061)
      (19, 115, 20.500)
      (19, 152, 46.808)
      (19, 170,  0.546)
      (19, 213, 60.586)
      (19, 217, 62.379)
      (19, 271, 51.884)
      (19, 387, 11.955)
      (20, 18, 96.992)
      (20, 29, 25.593)
      (20, 126, 80.656)
      (20, 226,  3.476)
      (20, 241, 64.752)
      (20, 250,  9.279)
      (20, 272, 75.508)
      (20, 328, 28.034)
      (20, 402,  9.954)
      (21,  5, 60.388)
      (21,  6, 71.554)
      (21, 26,  7.092)
      (21, 112, 62.454)
      (21, 148, 19.142)
      (21, 161, 20.010)
      (21, 234, 93.331)
      (21, 270, 52.147)
      (21, 277, 66.305)
      (21, 296,  2.132)
      (21, 304, 99.208)
      (21, 354, 32.114)
      (21, 362, 82.058)
      (21, 371, 60.130)
      (21, 383, 83.654)
      (21, 386, 25.597)
      (22, 49, 10.873)
      (22, 61,  4.464)
      (22, 65, 13.232)
      (22, 89, 12.506)
      (22, 125, 93.138)
      (22, 206, 42.677)
      (22, 208, 32.811)
      (22, 260, 15.075)
      (22, 357, 93.243)
      (22, 383, 40.954)
      (23,  0, 96.881)
      (23,  7, 48.254)
      (23, 48, 53.024)
      (23, 51, 85.587)
      (23, 90, 19.986)
      (23, 102,  6.395)
      (23, 132, 71.306)
      (23, 156, 43.675)
      (23, 223, 79.642)
      (24, 27, 55.719)
      (24, 108, 56.904)
      (24, 117, 70.412)
      (24, 154, 96.581)
      (24, 173, 51.312)
      (24, 250, 62.286)
      (24, 346, 16.714)
      (24, 363, 19.419)
      (24, 368, 16.214)
      (24, 369, 86.778)
      (24, 378, 37.791)
      (25, 30, 69.140)
      (25, 34, 44.736)
      (25, 72, 70.411)
      (25, 116, 38.703)
      (25, 189, 68.576)
      (25, 322,  6.104)
      (25, 333, 17.925)
      (25, 387,  6.614)
      (26, 28, 44.744)
      (26, 41, 75.220)
      (26, 108, 49.353)
      (26, 115,  8.900)
      (26, 144, 15.140)
      (26, 175, 66.309)
      (26, 199, 22.475)
      (26, 210, 22.296)
      (26, 226, 97.964)
      (26, 243, 34.542)
      (26, 365, 36.811)
      (26, 388, 67.134)
      (27, 12, 19.499)
      (27, 106,  8.609)
      (27, 127, 14.500)
      (27, 182, 44.147)
      (27, 226,  0.250)
      (27, 303, 94.503)
      (27, 337, 16.502)
      (28, 60, 50.035)
      (28, 221, 69.049)
      (28, 345, 16.008)
      (28, 381, 39.123)
      (29, 30, 55.212)
      (29, 42, 97.250)
      (29, 60, 94.963)
      (29, 138, 23.631)
      (29, 207, 46.811)
      (29, 241, 30.463)
      (29, 243, 27.653)
      (29, 264, 94.516)
      (30, 201, 69.689)
      (30, 213, 41.489)
      (30, 251, 21.544)
      (30, 282, 23.254)
      (30, 293, 15.594)
      (30, 298, 56.593)
      (30, 307, 93.433)
      (30, 340,  3.517)
      (30, 376, 96.596)
      (30, 379, 10.027)
      (30, 395, 21.073)
      (31,  4, 39.720)
      (31, 77, 89.835)
      (31, 102, 17.611)
      (31, 137, 11.488)
      (31, 209,  0.795)
      (31, 255, 19.052)
      (31, 390, 83.237)
      (31, 400, 78.485)
      (32, 25, 53.545)
      (32, 203, 80.046)
      (32, 233, 62.840)
      (32, 245, 56.771)
      (32, 257, 55.981)
      (32, 310, 26.099)
      (32, 348,  9.161)
      (32, 383, 70.471)
      (32, 399, 26.661)
      (33,  3, 95.159)
      (33, 106,  6.773)
      (33, 130, 81.823)
      (33, 156, 16.265)
      (33, 157, 25.099)
      (33, 175, 74.609)
      (33, 194, 43.513)
      (33, 232, 72.876)
      (33, 240, 12.399)
      (33, 247, 87.230)
      (33, 303, 50.507)
      (33, 316, 29.804)
      (33, 335, 92.000)
      (33, 369, 45.266)
      (34, 28, 39.008)
      (34, 33, 24.185)
      (34, 72, 20.220)
      (34, 76, 43.019)
      (34, 108,  2.934)
      (34, 125, 22.827)
      (34, 206, 33.026)
      (34, 207, 42.922)
      (34, 241, 91.657)
      (34, 261, 71.812)
      (34, 338, 30.002)
      (34, 373, 62.092)
      (34, 387, 84.044)
      (35,  6, 62.533)
      (35, 11, 26.371)
      (35, 16,  1.054)
      (35, 25, 50.990)
      (35, 80,  8.787)
      (35, 104, 11.176)
      (35, 129,  7.654)
      (35, 138,  8.997)
      (35, 209, 44.813)
      (35, 220, 50.412)
      (35, 239,  3.787)
      (35, 268, 51.223)
      (35, 284, 53.088)
      (35, 313, 83.758)
      (35, 317, 30.452)
      (35, 352, 93.342)
      (35, 390, 17.488)
      (35, 396, 35.396)
      (36, 44, 80.182)
      (36, 47, 66.983)
      (36, 50, 99.913)
      (36, 80,  8.651)
      (36, 81, 20.370)
      (36, 118, 76.759)
      (36, 157, 43.056)
      (36, 178, 10.901)
      (36, 227, 15.700)
      (36, 246, 52.898)
      (36, 335, 80.536)
      (36, 356, 29.530)
      (37, 11, 93.719)
      (37, 24, 53.025)
      (37, 164, 67.872)
      (37, 165, 82.323)
      (37, 225,  3.544)
      (37, 243, 55.621)
      (37, 261, 71.253)
      (37, 326, 68.530)
      (37, 372, 37.963)
      (38,  5, 35.534)
      (38, 67, 10.572)
      (38, 68,  1.424)
      (38, 89, 73.485)
      (38, 199, 49.588)
      (38, 242, 52.185)
      (38, 272, 64.207)
      (38, 347, 89.722)
      (38, 384, 79.649)
      (39, 37, 96.715)
      (39, 56, 69.507)
      (39, 107, 13.068)
      (39, 109,  4.650)
      (39, 116, 13.776)
      (39, 136, 82.691)
      (39, 152, 80.029)
      (39, 214,  4.765)
      (39, 268, 51.416)
      (39, 281, 82.043)
      (39, 306, 32.996)
      (39, 349, 96.166)
      (40, 19, 72.138)
      (40, 51,  2.701)
      (40, 82, 76.712)
      (40, 87, 83.601)
      (40, 120, 92.111)
      (40, 152, 97.747)
      (40, 162, 71.308)
      (40, 190, 29.154)
      (40, 210, 20.463)
      (40, 227, 17.546)
      (40, 231, 79.541)
      (40, 306, 79.520)
      (40, 370, 14.754)
      (40, 377, 13.026)
      (40, 388, 98.820)
      (41, 32, 36.156)
      (41, 94, 61.740)
      (41, 141, 80.798)
      (41, 257, 98.399)
      (41, 313, 80.876)
      (42, 12, 41.931)
      (42, 150, 90.303)
      (42, 162, 81.501)
      (42, 229, 25.085)
      (42, 248, 81.527)
      (42, 264,  1.753)
      (42, 268,  6.162)
      (42, 293, 25.408)
      (42, 345, 22.987)
      (42, 350, 82.015)
      (42, 383, 27.471)
      (42, 393, 57.034)
      (43, 131, 92.724)
      (43, 168, 16.417)
      (43, 208, 76.306)
      (43, 235, 23.476)
      (43, 280, 27.391)
      (43, 302, 57.774)
      (43, 354, 96.000)
      (43, 368, 61.872)
      (43, 404, 85.430)
      (44, 51, 63.738)
      (44, 122, 83.469)
      (44, 169, 36.708)
      (44, 177, 26.288)
      (44, 252, 76.768)
      (44, 263, 26.020)
      (44, 280, 13.040)
      (44, 297, 63.644)
      (44, 330,  8.207)
      (45, 10, 14.906)
      (45, 23, 23.975)
      (45, 79, 85.605)
      (45, 104, 82.180)
      (45, 109, 86.117)
      (45, 127, 11.269)
      (45, 141, 17.103)
      (45, 188,  8.851)
      (45, 246, 46.070)
      (45, 273, 57.444)
      (45, 282,  3.874)
      (46, 89, 71.385)
      (46, 131, 61.102)
      (46, 207, 40.242)
      (46, 216, 25.094)
      (46, 229, 54.948)
      (46, 293, 70.299)
      (46, 371, 92.766)
      (46, 376, 93.852)
      (46, 399, 34.962)
      (47, 144, 69.026)
      (47, 170, 86.122)
      (47, 298,  9.206)
      (47, 316, 57.155)
      (47, 319, 37.349)
      (47, 363, 35.899)
      (47, 404, 90.835)
      (48, 265, 26.980)
      (48, 308, 88.490)
      (49, 11, 20.925)
      (49, 85, 17.441)
      (49, 92, 67.833)
      (49, 204, 36.773)
      (49, 205, 27.473)
      (49, 207, 47.980)
      (49, 209, 27.502)
      (49, 224, 47.844)
      (49, 252, 44.554)
      (49, 299, 39.217)
      (50,  5, 47.805)
      (50, 42, 85.823)
      (50, 63, 19.674)
      (50, 76, 62.655)
      (50, 139, 80.442)
      (50, 188, 51.477)
      (50, 190, 53.285)
      (50, 223, 74.516)
      (50, 245, 22.858)
      (50, 345, 77.587)
      (50, 348, 86.486)
      (50, 383, 49.483)
      (51, 17, 45.484)
      (51, 49, 11.591)
      (51, 79, 16.432)
      (51, 131, 79.445)
      (51, 192, 69.612)
      (51, 275, 40.080)
      (51, 319, 16.282)
      (51, 356, 85.051)
      (52, 20, 23.756)
      (52, 135,  2.684)
      (52, 137, 22.674)
      (52, 160, 34.988)
      (52, 187, 48.947)
      (52, 274, 56.068)
      (52, 306, 11.838)
      (52, 312,  8.973)
      (52, 367, 10.772)
      (52, 381,  9.420)
      (52, 382,  6.266)
      (53, 18, 95.872)
      (53, 45,  8.865)
      (53, 124, 10.186)
      (53, 143, 51.795)
      (53, 144, 76.896)
      (53, 281, 31.035)
      (53, 297, 47.527)
      (53, 351, 52.829)
      (54, 14, 32.597)
      (54, 29, 61.296)
      (54, 36,  9.336)
      (54, 62,  3.118)
      (54, 75, 57.162)
      (54, 131, 45.454)
      (54, 161, 59.782)
      (54, 162, 72.233)
      (54, 238,  2.921)
      (54, 283, 58.144)
      (54, 291, 81.933)
      (54, 314, 87.596)
      (54, 324, 49.084)
      (55, 41, 24.533)
      (55, 60, 88.262)
      (55, 73, 87.776)
      (55, 107, 33.442)
      (55, 133, 57.053)
      (55, 190, 34.583)
      (55, 198, 45.909)
      (55, 208, 73.609)
      (55, 245, 60.527)
      (55, 283, 37.214)
      (55, 296,  4.504)
      (56, 16,  8.113)
      (56, 31, 60.253)
      (56, 182, 83.924)
      (56, 251, 81.534)
      (57, 175, 41.858)
      (57, 215, 31.993)
      (57, 234,  8.209)
      (57, 262,  5.615)
      (57, 274, 21.517)
      (57, 277, 93.608)
      (57, 306, 26.120)
      (57, 349, 37.540)
      (57, 366, 10.588)
      (57, 377, 88.004)
      (57, 386, 97.582)
      (58, 50, 87.066)
      (58, 55, 40.901)
      (58, 80, 74.459)
      (58, 81,  4.071)
      (58, 145, 95.226)
      (58, 146, 59.407)
      (58, 170, 52.252)
      (58, 211, 18.760)
      (58, 218, 59.065)
      (58, 227, 84.633)
      (58, 236, 22.777)
      (58, 247, 66.719)
      (58, 296, 12.138)
      (58, 319, 92.680)
      (58, 351, 63.253)
      (59, 47, 45.605)
      (59, 93, 72.295)
      (59, 122, 38.253)
      (59, 155, 21.972)
      (59, 188, 43.779)
      (59, 197, 90.030)
      (59, 257, 13.924)
      (59, 259, 23.094)
      (59, 275, 75.481)
      (59, 286, 37.533)
      (59, 294, 68.031)
      (59, 304, 23.348)
      (59, 372, 74.385)
      (59, 392, 20.039)
      (59, 399, 94.568)
      (60, 67,  7.470)
      (60, 69, 60.912)
      (60, 182,  1.569)
      (60, 208, 90.256)
      (60, 254, 99.697)
      (60, 281, 53.124)
      (60, 310,  1.923)
      (60, 346, 23.372)
      (60, 375, 70.015)
      (61, 45, 27.059)
      (61, 189, 99.019)
      (61, 294, 34.813)
      (61, 295, 28.872)
      (61, 300, 83.075)
      (61, 309, 51.517)
      (62,  2, 62.137)
      (62, 84, 14.970)
      (62, 130, 17.054)
      (62, 147, 75.342)
      (62, 176, 64.393)
      (62, 178, 82.951)
      (62, 189, 83.462)
      (62, 239, 84.539)
      (62, 266, 40.011)
      (62, 299, 54.729)
      (62, 362, 11.419)
      (63, 24, 60.844)
      (63, 88, 23.156)
      (63, 94, 20.322)
      (63, 128, 57.508)
      (63, 129, 53.013)
      (63, 164, 47.063)
      (63, 209, 21.245)
      (63, 249, 83.456)
      (63, 289, 84.599)
      (63, 315,  4.378)
      (63, 373, 18.355)
      (64, 21, 53.233)
      (64, 22, 41.682)
      (64, 91, 83.977)
      (64, 187,  7.295)
      (64, 313, 32.839)
      (64, 371, 23.330)
      (65, 51, 46.695)
      (65, 102, 36.635)
      (65, 119, 69.556)
      (65, 123, 19.176)
      (65, 144, 35.183)
      (65, 159, 28.211)
      (65, 183, 90.089)
      (65, 185, 91.063)
      (65, 233, 81.111)
      (65, 290, 29.545)
      (65, 294, 36.948)
      (65, 302, 61.370)
      (65, 337, 21.689)
      (65, 368, 62.485)
      (66, 38, 89.829)
      (66, 91,  3.082)
      (66, 97, 79.766)
      (66, 150, 99.951)
      (66, 182, 82.377)
      (66, 221, 66.656)
      (66, 318, 49.926)
      (66, 368, 40.979)
      (66, 393, 54.878)
      (67, 62, 27.860)
      (67, 157, 33.036)
      (67, 245, 15.778)
      (67, 311, 60.246)
      (68, 67, 90.955)
      (68, 100, 80.139)
      (68, 138, 34.681)
      (68, 149, 33.571)
      (68, 175, 51.633)
      (68, 201, 41.031)
      (68, 220, 56.745)
      (68, 326, 49.542)
      (68, 328, 96.318)
      (68, 363, 25.295)
      (68, 401, 96.642)
      (69,  5, 79.522)
      (69, 15, 28.109)
      (69, 70,  3.465)
      (69, 86,  9.693)
      (69, 95, 49.026)
      (69, 145, 51.727)
      (69, 156, 39.916)
      (69, 301, 40.598)
      (69, 357, 33.758)
      (69, 370, 27.454)
      (69, 397, 87.734)
      (70,  5, 96.445)
      (70, 18, 14.942)
      (70, 43, 93.388)
      (70, 56, 48.436)
      (70, 64, 64.045)
      (70, 98, 42.882)
      (70, 104,  6.856)
      (70, 165, 58.730)
      (70, 186, 81.691)
      (70, 187, 99.157)
      (70, 277, 96.727)
      (70, 286, 37.178)
      (71,  1, 72.157)
      (71, 18, 15.903)
      (71, 34, 62.421)
      (71, 59, 79.843)
      (71, 70, 97.278)
      (71, 82, 79.358)
      (71, 95, 11.559)
      (71, 101, 22.977)
      (71, 136, 47.190)
      (71, 141, 10.026)
      (71, 218, 80.950)
      (71, 219,  7.431)
      (71, 290, 98.814)
      (71, 300, 12.526)
      (71, 330, 10.769)
      (71, 351, 29.756)
      (71, 359, 76.368)
      (71, 376, 76.191)
      (72, 16, 36.533)
      (72, 44, 97.785)
      (72, 56, 74.989)
      (72, 100, 47.315)
      (72, 105, 52.109)
      (72, 118, 29.267)
      (72, 144, 82.163)
      (72, 260, 15.232)
      (72, 265, 57.361)
      (72, 283, 35.805)
      (73, 24, 90.564)
      (73, 29, 31.978)
      (73, 66, 73.936)
      (73, 107, 56.302)
      (73, 115, 24.622)
      (73, 132, 14.327)
      (73, 136,  7.970)
      (73, 148,  5.643)
      (73, 237, 47.450)
      (73, 373, 42.526)
      (74, 75, 48.887)
      (74, 157, 47.614)
      (74, 301, 51.514)
      (74, 305, 73.656)
      (75,  6, 60.577)
      (75, 45, 70.536)
      (75, 137, 38.832)
      (75, 143, 74.831)
      (75, 173, 48.554)
      (75, 214, 33.720)
      (75, 302, 23.249)
      (75, 304, 32.533)
      (75, 324, 37.852)
      (75, 357,  6.254)
      (75, 398, 81.842)
      (76, 31, 86.981)
      (76, 58, 59.432)
      (76, 91,  8.793)
      (76, 188, 28.615)
      (76, 273, 95.380)
      (76, 351, 96.028)
      (77,  6, 99.277)
      (77, 13, 70.947)
      (77, 75,  8.959)
      (77, 101, 60.258)
      (77, 103, 62.640)
      (77, 105, 59.081)
      (77, 135, 41.340)
      (77, 138, 98.548)
      (77, 148, 93.525)
      (77, 223, 21.766)
      (77, 318, 75.066)
      (77, 332, 68.978)
      (77, 375, 69.867)
      (77, 400, 39.680)
      (78, 12, 76.820)
      (78, 32, 39.251)
      (78, 58, 84.355)
      (78, 72, 99.815)
      (78, 138, 44.289)
      (78, 143, 36.015)
      (78, 160, 19.500)
      (78, 240,  1.639)
      (78, 266, 30.297)
      (78, 298, 95.513)
      (78, 356,  4.048)
      (78, 394, 56.940)
      (79,  6, 50.635)
      (79, 38, 45.380)
      (79, 53, 32.349)
      (79, 62, 89.327)
      (79, 67, 10.799)
      (79, 121, 85.771)
      (79, 128, 47.969)
      (79, 154,  0.710)
      (79, 210, 43.618)
      (79, 244, 20.369)
      (79, 279, 48.053)
      (79, 296, 70.103)
      (79, 308,  0.887)
      (80, 57, 76.355)
      (80, 66, 88.229)
      (80, 99, 19.674)
      (80, 101, 71.964)
      (80, 133,  1.368)
      (80, 154, 13.777)
      (80, 207, 88.744)
      (80, 227, 98.523)
      (80, 298, 72.528)
      (80, 318, 82.580)
      (80, 324, 59.484)
      (80, 342, 64.060)
      (80, 385, 36.222)
      (80, 401, 70.234)
      (81, 93, 12.263)
      (81, 150, 58.838)
      (81, 206, 28.093)
      (81, 245, 55.109)
      (81, 281, 77.105)
      (81, 305, 39.947)
      (81, 385, 60.027)
      (82, 29, 45.633)
      (82, 34, 60.817)
      (82, 46, 92.211)
      (82, 52, 51.808)
      (82, 74, 69.852)
      (82, 118, 64.046)
      (82, 130, 52.132)
      (82, 171, 22.297)
      (82, 195,  4.556)
      (82, 289, 18.798)
      (82, 307, 43.360)
      (82, 309, 36.950)
      (82, 360, 67.732)
      (83, 93, 48.262)
      (83, 146, 23.399)
      (83, 170, 24.907)
      (83, 314, 60.655)
      (83, 328, 33.027)
      (84, 35, 32.900)
      (84, 92, 88.438)
      (84, 127, 68.961)
      (84, 211, 86.214)
      (84, 212, 44.317)
      (84, 249, 92.674)
      (84, 269, 42.455)
      (84, 326, 14.812)
      (84, 333, 79.071)
      (85, 28, 86.837)
      (85, 57, 28.841)
      (85, 108, 17.525)
      (85, 125, 78.638)
      (85, 126, 89.661)
      (85, 129, 60.328)
      (85, 167, 30.946)
      (85, 189, 86.024)
      (85, 202, 12.295)
      (85, 203, 23.574)
      (85, 226, 37.134)
      (85, 236, 16.802)
      (85, 240, 27.325)
      (85, 250, 96.419)
      (85, 272, 49.669)
      (85, 306, 61.052)
      (86, 59,  2.171)
      (86, 71, 89.959)
      (86, 116, 99.445)
      (86, 119, 90.566)
      (86, 203, 12.951)
      (86, 233, 34.856)
      (86, 236, 72.212)
      (86, 336, 25.744)
      (86, 366, 31.755)
      (87, 29, 33.577)
      (87, 93, 41.015)
      (87, 112,  4.873)
      (87, 130, 82.887)
      (87, 133, 56.295)
      (87, 134, 18.719)
      (87, 135, 22.820)
      (87, 141, 53.561)
      (87, 227, 46.631)
      (87, 267, 64.371)
      (87, 292,  6.416)
      (87, 353, 56.362)
      (87, 403, 36.770)
      (88, 35, 62.424)
      (88, 54, 74.670)
      (88, 90, 95.113)
      (88, 103, 85.959)
      (88, 212,  5.741)
      (88, 227, 25.115)
      (88, 266, 55.339)
      (88, 271, 75.754)
      (89, 91, 19.957)
      (89, 93, 78.781)
      (89, 96, 22.754)
      (89, 141, 16.530)
      (89, 156, 21.328)
      (89, 189, 25.857)
      (89, 199, 36.539)
      (89, 228,  8.101)
      (89, 340, 67.374)
      (89, 380, 38.546)
      (90,  4,  5.182)
      (90, 98,  8.835)
      (90, 145, 82.248)
      (90, 148, 32.285)
      (90, 226, 47.428)
      (90, 334, 42.072)
      (90, 354, 30.412)
      (90, 357, 23.882)
      (90, 387, 19.907)
      (91, 47, 87.583)
      (91, 53, 86.609)
      (91, 80, 31.864)
      (91, 84, 30.409)
      (91, 102, 99.674)
      (91, 109, 91.729)
      (91, 110, 45.188)
      (91, 113, 94.215)
      (91, 155, 85.214)
      (91, 245, 57.572)
      (91, 284, 10.069)
      (91, 337, 20.139)
      (91, 344, 71.939)
      (91, 346, 43.771)
      (91, 378, 97.443)
      (92, 81,  9.327)
      (92, 126, 50.295)
      (92, 155, 58.608)
      (92, 222, 90.264)
      (92, 223, 46.585)
      (92, 246, 76.619)
      (92, 262, 95.259)
      (92, 276, 29.333)
      (92, 329, 98.760)
      (92, 396, 81.857)
      (93, 97,  7.447)
      (93, 251, 24.249)
      (93, 302, 33.912)
      (93, 310, 79.651)
      (93, 355, 32.653)
      (93, 380, 56.010)
      (93, 399, 75.514)
      (94,  3, 74.242)
      (94, 35,  8.721)
      (94, 36, 28.015)
      (94, 74, 93.577)
      (94, 93, 11.869)
      (94, 162, 63.082)
      (94, 181, 17.346)
      (94, 203, 48.500)
      (94, 205, 54.863)
      (94, 241, 10.366)
      (94, 242, 42.335)
      (94, 330, 89.615)
      (94, 333, 23.073)
      (94, 348, 75.784)
      (94, 351, 69.428)
      (94, 388, 17.148)
      (95, 35, 79.939)
      (95, 40, 97.765)
      (95, 144, 33.737)
      (95, 251,  2.131)
      (95, 290, 38.642)
      (95, 303, 58.047)
      (95, 355, 96.231)
      (96,  7, 16.339)
      (96, 63, 57.262)
      (96, 123,  5.356)
      (96, 192, 13.039)
      (96, 241,  8.441)
      (96, 394, 52.439)
      (96, 400, 79.469)
      (97, 35, 84.801)
      (97, 87, 97.085)
      (97, 130, 22.339)
      (97, 220, 96.059)
      (97, 254,  3.802)
      (97, 313, 23.985)
      (97, 362, 70.003)
      (98, 134,  7.492)
      (98, 144, 81.673)
      (98, 176, 10.440)
      (98, 223, 63.849)
      (98, 242, 79.529)
      (98, 245, 90.263)
      (98, 377, 53.227)
      (98, 380, 99.014)
      (99, 21,  7.917)
      (99, 50, 66.377)
      (99, 51, 20.603)
      (99, 69, 94.689)
      (99, 94, 92.810)
      (99, 121, 63.922)
      (99, 174, 99.667)
      (99, 287, 17.945)
      (99, 291,  5.253)
      (99, 312,  3.166)
      (99, 346, 82.182)
      (99, 353, 80.842)
      (99, 357, 17.337)
      (99, 379, 30.192)
      (100, 251, 85.495)
      (100, 276, 21.907)
      (100, 366, 66.860)
      (101, 14, 35.503)
      (101, 23, 17.928)
      (101, 80, 43.059)
      (101, 106, 24.579)
      (101, 113, 13.767)
      (101, 132, 81.678)
      (101, 311, 40.628)
      (102, 45, 91.250)
      (102, 55, 83.400)
      (102, 110, 14.406)
      (102, 203, 81.241)
      (102, 276, 21.884)
      (102, 302, 44.928)
      (103,  9, 23.186)
      (103, 13, 37.064)
      (103, 21, 12.005)
      (103, 90,  8.546)
      (103, 91,  2.001)
      (103, 159, 23.111)
      (103, 173, 36.893)
      (103, 212, 66.210)
      (103, 226, 93.792)
      (103, 231, 54.873)
      (103, 291, 75.542)
      (103, 312, 84.730)
      (103, 313, 47.654)
      (103, 320, 81.039)
      (103, 329,  4.457)
      (103, 399, 50.449)
      (104, 19, 95.825)
      (104, 34, 90.883)
      (104, 50,  1.973)
      (104, 68, 15.482)
      (104, 82, 83.621)
      (104, 105,  4.427)
      (104, 127, 38.873)
      (104, 152, 26.191)
      (104, 208, 60.381)
      (104, 214, 52.819)
